Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Header_Footer,Chrome 125.0.0.0,,,28-05-2024 22:47:15,28-05-2024 22:55:32,8m - 16.949s,FAILED
,,,,,,,
Test Cases/FPT-TC01-Verify-Header,Chrome 125.0.0.0,,,28-05-2024 22:49:53,28-05-2024 22:50:47,53.297s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 22:49:53,28-05-2024 22:49:54,0.878s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 22:49:54,28-05-2024 22:50:39,45.197s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/img_Singapore (English)_img-logo""))",Chrome 125.0.0.0,,,28-05-2024 22:50:39,28-05-2024 22:50:47,7.205s,FAILED
,,,,,,,
Test Cases/FPT-TC02-Verify-ContactUS,Chrome 125.0.0.0,,,28-05-2024 22:53:42,28-05-2024 22:55:32,1m - 49.992s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 22:53:42,28-05-2024 22:53:43,1.024s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 22:53:43,28-05-2024 22:54:55,1m - 11.865s,PASSED
"scrollToElement(findTestObject(""FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/div_About Us                Careers        _647cf1""), 0)",Chrome 125.0.0.0,,,28-05-2024 22:54:55,28-05-2024 22:55:32,37.089s,FAILED
