Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/BBK/Page_Kelley Blue Book  New and Used Car Pri_e90311/h2_Shop Smart""), ""Shop Smart"")",Chrome 125.0.0.0,,,28-05-2024 20:18:54,28-05-2024 20:18:57,2.987s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 20:18:57,28-05-2024 20:18:57,0.166s,PASSED
,,,,,,,
Test Cases/BBK/check-shop-mart,Chrome 125.0.0.0,,,28-05-2024 20:18:57,28-05-2024 20:19:06,9.383s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 20:18:57,28-05-2024 20:18:58,0.675s,PASSED
"navigateToUrl(""https://www.kbb.com/"")",Chrome 125.0.0.0,,,28-05-2024 20:18:58,28-05-2024 20:19:03,5.593s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/BBK/Page_Kelley Blue Book  New and Used Car Pri_e90311/h2_Shop Smart""))",Chrome 125.0.0.0,,,28-05-2024 20:19:03,28-05-2024 20:19:06,2.888s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 20:19:06,28-05-2024 20:19:06,0.183s,PASSED
,,,,,,,
Test Cases/BBK/check-slogan,Chrome 125.0.0.0,,,28-05-2024 20:19:06,28-05-2024 20:20:16,1m - 9.293s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 20:19:06,28-05-2024 20:19:07,0.766s,PASSED
"navigateToUrl(""https://www.kbb.com/"")",Chrome 125.0.0.0,,,28-05-2024 20:19:07,28-05-2024 20:19:13,5.350s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/BBK/Page_Kelley Blue Book  New and Used Car Pri_e90311/h1_Kelley Knows Cars""))",Chrome 125.0.0.0,,,28-05-2024 20:19:13,28-05-2024 20:19:44,31.539s,PASSED
"verifyElementText(findTestObject(""Object Repository/BBK/Page_Kelley Blue Book  New and Used Car Pri_e90311/h1_Kelley Knows Cars""), ""Kelley Knows Cars"")",Chrome 125.0.0.0,,,28-05-2024 20:19:44,28-05-2024 20:20:15,31.405s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 20:20:15,28-05-2024 20:20:16,0.187s,PASSED
