Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:42:22,28-05-2024 21:42:22,0.675s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:42:22,28-05-2024 21:43:07,44.481s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/div_WE ARE                              a c_6fe479""))",Chrome 125.0.0.0,,,28-05-2024 21:43:07,28-05-2024 21:43:38,31.413s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:43:38,28-05-2024 21:43:38,0.178s,PASSED
,,,,,,,
Test Cases/FPT-TC18-Check-Banner-Visibility,Chrome 125.0.0.0,,,28-05-2024 21:43:38,28-05-2024 21:44:28,49.222s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:43:38,28-05-2024 21:43:39,0.835s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:43:39,28-05-2024 21:44:27,48.215s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:44:27,28-05-2024 21:44:28,0.132s,PASSED
,,,,,,,
Test Cases/FPT-TC17-Verify-OurServices,Chrome 125.0.0.0,,,28-05-2024 21:47:52,28-05-2024 21:48:49,57.020s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:47:52,28-05-2024 21:47:53,0.927s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:47:53,28-05-2024 21:48:11,18.658s,PASSED
"verifyElementText(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/span_Our services""), ""OUR SERVICES"")",Chrome 125.0.0.0,,,28-05-2024 21:48:11,28-05-2024 21:48:49,37.419s,FAILED
,,,,,,,
Test Cases/FPT-TC15-Verify_Journey,Chrome 125.0.0.0,,,28-05-2024 21:51:20,28-05-2024 21:52:09,49.211s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:51:20,28-05-2024 21:51:21,0.904s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:51:21,28-05-2024 21:51:36,14.639s,PASSED
"verifyElementText(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Accompany You on Your Transformation Journey""), ""Accompany You on Your Transformation Journey"")",Chrome 125.0.0.0,,,28-05-2024 21:51:36,28-05-2024 21:52:09,33.647s,FAILED
,,,,,,,
Test Cases/FPT-TC14-Verify-Twitter-Clickable,Chrome 125.0.0.0,,,28-05-2024 21:52:09,28-05-2024 21:53:00,50.524s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:52:09,28-05-2024 21:52:10,0.931s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:52:10,28-05-2024 21:52:27,16.633s,PASSED
"click(findTestObject(""FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Industries""))",Chrome 125.0.0.0,,,28-05-2024 21:52:27,28-05-2024 21:53:00,32.758s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:53:00,28-05-2024 21:53:00,0.147s,PASSED
,,,,,,,
Test Cases/FPT-TC13-Verify-LearnMore-Clickable,Chrome 125.0.0.0,,,28-05-2024 21:55:34,28-05-2024 21:56:24,50.394s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:55:34,28-05-2024 21:55:34,0.841s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:55:34,28-05-2024 21:55:52,17.347s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Learn more""))",Chrome 125.0.0.0,,,28-05-2024 21:55:52,28-05-2024 21:56:24,32.173s,FAILED
,,,,,,,
Test Cases/FPT-TC11-Verify-Event-Clickable,Chrome 125.0.0.0,,,28-05-2024 21:59:18,28-05-2024 22:01:01,1m - 43.748s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:59:18,28-05-2024 21:59:18,0.865s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:59:18,28-05-2024 22:00:29,1m - 10.850s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Events""))",Chrome 125.0.0.0,,,28-05-2024 22:00:29,28-05-2024 22:01:01,32.014s,FAILED
,,,,,,,
Test Cases/FPT-TC12-Verify-Mission-Clickable,Chrome 125.0.0.0,,,28-05-2024 22:01:01,28-05-2024 22:01:49,47.909s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 22:01:01,28-05-2024 22:01:02,1.009s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 22:01:02,28-05-2024 22:01:17,14.916s,PASSED
"click(findTestObject(""FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Industries""))",Chrome 125.0.0.0,,,28-05-2024 22:01:17,28-05-2024 22:01:49,31.787s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 22:01:49,28-05-2024 22:01:49,0.180s,PASSED
,,,,,,,
Test Cases/FPT-TC10-Verify-Copyright,Chrome 125.0.0.0,,,28-05-2024 22:04:23,28-05-2024 22:05:35,1m - 11.116s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 22:04:24,28-05-2024 22:04:24,0.930s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 22:04:24,28-05-2024 22:05:01,36.583s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/div_Copyright  2023 FPTSoftware""))",Chrome 125.0.0.0,,,28-05-2024 22:05:01,28-05-2024 22:05:35,33.574s,FAILED
,,,,,,,
Test Cases/FPT-TC09-Industries-Clickable,Chrome 125.0.0.0,,,28-05-2024 22:05:35,28-05-2024 22:06:22,47.073s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 22:05:35,28-05-2024 22:05:36,0.937s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 22:05:36,28-05-2024 22:05:50,13.875s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Industries""))",Chrome 125.0.0.0,,,28-05-2024 22:05:50,28-05-2024 22:06:22,32.013s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 22:06:22,28-05-2024 22:06:22,0.158s,PASSED
,,,,,,,
Test Cases/FPT-TC08-Verify-Services-Clickable,Chrome 125.0.0.0,,,28-05-2024 22:06:22,28-05-2024 22:07:13,51.416s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 22:06:22,28-05-2024 22:06:22,0.705s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 22:06:22,28-05-2024 22:06:41,18.548s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Services""))",Chrome 125.0.0.0,,,28-05-2024 22:06:41,28-05-2024 22:07:13,31.933s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 22:07:13,28-05-2024 22:07:13,0.177s,PASSED
,,,,,,,
Test Cases/FPT-TC07-Verify-AboutUS-Clickable,Chrome 125.0.0.0,,,28-05-2024 22:09:39,28-05-2024 22:10:25,46.206s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 22:09:39,28-05-2024 22:09:40,0.870s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 22:09:40,28-05-2024 22:09:53,13.072s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_About Us""))",Chrome 125.0.0.0,,,28-05-2024 22:09:53,28-05-2024 22:10:25,32.234s,FAILED
