Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Header_Footer,Chrome 125.0.0.0,,,28-05-2024 21:10:40,28-05-2024 21:26:42,16m - 2.349s,FAILED
,,,,,,,
Test Cases/FPT-TC01-Verify-Header,Chrome 125.0.0.0,,,28-05-2024 21:16:08,28-05-2024 21:17:57,1m - 49.494s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:16:08,28-05-2024 21:16:09,1.026s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:16:09,28-05-2024 21:17:35,1m - 26.634s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/img_Singapore (English)_img-logo""))",Chrome 125.0.0.0,,,28-05-2024 21:17:35,28-05-2024 21:17:57,21.805s,FAILED
,,,,,,,
Test Cases/FPT-TC02-Verify-ContactUS,Chrome 125.0.0.0,,,28-05-2024 21:24:37,28-05-2024 21:26:42,2m - 5.719s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:24:37,28-05-2024 21:24:38,1.358s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:24:38,28-05-2024 21:24:40,1.810s,PASSED
"scrollToElement(findTestObject(""FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/div_About Us                Careers        _647cf1""), 0)",Chrome 125.0.0.0,,,28-05-2024 21:24:40,28-05-2024 21:26:42,2m - 2.514s,FAILED
