Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Toogle_Menu_Bar,Chrome 125.0.0.0,,,28-05-2024 21:02:00,28-05-2024 21:02:18,17.454s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Toogle_Menu_Items,Chrome 125.0.0.0,,,28-05-2024 21:02:00,28-05-2024 21:02:07,6.736s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:02:01,28-05-2024 21:02:02,1.824s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:02:02,28-05-2024 21:02:05,2.748s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 125.0.0.0,,,28-05-2024 21:02:05,28-05-2024 21:02:06,0.459s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare""), ""CURA Healthcare"")",Chrome 125.0.0.0,,,28-05-2024 21:02:06,28-05-2024 21:02:06,0.504s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Home""), ""Home"")",Chrome 125.0.0.0,,,28-05-2024 21:02:06,28-05-2024 21:02:06,0.403s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""), ""Login"")",Chrome 125.0.0.0,,,28-05-2024 21:02:06,28-05-2024 21:02:07,0.359s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:02:07,28-05-2024 21:02:07,0.160s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Toggle_Menu,Chrome 125.0.0.0,,,28-05-2024 21:02:07,28-05-2024 21:02:12,4.626s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:02:07,28-05-2024 21:02:08,0.722s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:02:08,28-05-2024 21:02:11,3.262s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 125.0.0.0,,,28-05-2024 21:02:11,28-05-2024 21:02:11,0.379s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:02:11,28-05-2024 21:02:12,0.213s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Clickable_Toggle_Menu,Chrome 125.0.0.0,,,28-05-2024 21:02:12,28-05-2024 21:02:18,5.935s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:02:12,28-05-2024 21:02:14,1.858s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:02:14,28-05-2024 21:02:17,3.066s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 125.0.0.0,,,28-05-2024 21:02:17,28-05-2024 21:02:17,0.317s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/nav_CURA Healthcare                        _1b5e83""))",Chrome 125.0.0.0,,,28-05-2024 21:02:17,28-05-2024 21:02:17,0.509s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:02:17,28-05-2024 21:02:18,0.136s,PASSED
