Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,29-05-2024 19:51:14,29-05-2024 19:51:25,11.295s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Learn more""))",Chrome 125.0.0.0,,,29-05-2024 19:51:25,29-05-2024 19:51:57,31.819s,FAILED
,,,,,,,
Test Cases/FPT-TC11-Verify-Event-Clickable,Chrome 125.0.0.0,,,29-05-2024 19:54:11,29-05-2024 19:54:56,44.905s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 19:54:11,29-05-2024 19:54:12,0.844s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,29-05-2024 19:54:12,29-05-2024 19:54:24,12.020s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Events""))",Chrome 125.0.0.0,,,29-05-2024 19:54:24,29-05-2024 19:54:56,32.025s,FAILED
,,,,,,,
Test Cases/FPT-TC12-Verify-Mission-Clickable,Chrome 125.0.0.0,,,29-05-2024 19:54:56,29-05-2024 19:55:41,45.004s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 19:54:56,29-05-2024 19:54:56,0.863s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,29-05-2024 19:54:56,29-05-2024 19:55:08,11.160s,PASSED
"click(findTestObject(""FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Industries""))",Chrome 125.0.0.0,,,29-05-2024 19:55:08,29-05-2024 19:55:40,32.808s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 19:55:40,29-05-2024 19:55:41,0.162s,PASSED
,,,,,,,
Test Cases/FPT-TC10-Verify-Copyright,Chrome 125.0.0.0,,,29-05-2024 19:57:54,29-05-2024 19:58:38,44.497s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 19:57:54,29-05-2024 19:57:55,0.853s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,29-05-2024 19:57:55,29-05-2024 19:58:06,11.170s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/div_Copyright  2023 FPTSoftware""))",Chrome 125.0.0.0,,,29-05-2024 19:58:06,29-05-2024 19:58:38,32.442s,FAILED
,,,,,,,
Test Cases/FPT-TC09-Industries-Clickable,Chrome 125.0.0.0,,,29-05-2024 19:58:38,29-05-2024 19:59:23,45.315s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 19:58:38,29-05-2024 19:58:39,0.857s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,29-05-2024 19:58:39,29-05-2024 19:58:52,12.463s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Industries""))",Chrome 125.0.0.0,,,29-05-2024 19:58:52,29-05-2024 19:59:23,31.782s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 19:59:23,29-05-2024 19:59:23,0.151s,PASSED
,,,,,,,
Test Cases/FPT-TC08-Verify-Services-Clickable,Chrome 125.0.0.0,,,29-05-2024 19:59:23,29-05-2024 20:00:14,50.988s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 19:59:24,29-05-2024 19:59:24,0.665s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,29-05-2024 19:59:24,29-05-2024 19:59:35,11.270s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_Services""))",Chrome 125.0.0.0,,,29-05-2024 19:59:35,29-05-2024 20:00:14,38.829s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 20:00:14,29-05-2024 20:00:14,0.179s,PASSED
,,,,,,,
Test Cases/FPT-TC07-Verify-AboutUS-Clickable,Chrome 125.0.0.0,,,29-05-2024 20:02:28,29-05-2024 20:03:12,43.891s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,29-05-2024 20:02:28,29-05-2024 20:02:29,0.824s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,29-05-2024 20:02:29,29-05-2024 20:02:40,11.037s,PASSED
"click(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/a_About Us""))",Chrome 125.0.0.0,,,29-05-2024 20:02:40,29-05-2024 20:03:12,32.016s,FAILED
